sample,label,A1BG,A2BP1,A2M
GSM1424129,0,0.032012721,-0.085570596,0.07906153
GSM1424130,0,0.053108075,0.102388365,-0.1338486
GSM1424131,0,-0.00045775,0.00669516,-0.142236
GSM1424132,0,0.0183096,-0.11816567,0.1239981
GSM1424133,0,0.03336105,0.077277705,-0.196016
GSM1424134,0,0.002347867,0.1291747,0.000304196
GSM1424135,0,0.002051791,0.11535695,0.02060668
GSM1424136,0,-0.02300753,0.03207847,-0.1255033
GSM1424137,0,-0.030864781,0.1746113,-0.03176509
GSM1424138,0,0.09118774,-0.2608717,0.01984877
GSM1424139,0,-0.00363272,0.09881399,-0.04943222
GSM1424140,0,0.00529499,0.11765915,0.0154356
GSM1424141,0,-0.03360529,0.003592625,-0.04367889
GSM1424142,0,-0.03137345,-0.09531637,0.1290979
GSM1424143,0,-0.004260222,0.12555759,-0.06404454
GSM1424144,0,0.013098213,0.11043245,-0.05124623
GSM1424145,0,-0.014177061,0.005112125,0.02518109
GSM1424146,0,-0.011907825,-0.15470019,-0.08096852
GSM1424147,0,0.00979812,0.22582465,-0.005973666
GSM1424148,0,0.03016223,0.140738,-0.01230472
GSM1424149,0,-0.03328753,-0.081324945,0.1035727
GSM1424150,0,-0.034749615,0.08432657,-0.01675996
GSM1424151,0,-0.026926145,0.13467112,-0.1313373
GSM1424152,0,0.00825039,-0.2991948,0.1425472
GSM1424153,0,-0.01440922,0.012086055,-0.009930992
GSM1424154,0,-0.029218096,-0.074313665,0.0122593
GSM1424155,0,-0.02125752,0.050599542,-0.08760745
GSM1424156,0,-0.01837843,0.08290841,-0.04815311
GSM1424157,0,0.020194765,0.055100345,0.009386493
GSM1424158,0,-0.003750312,0.19333095,-0.0502279
GSM1424159,0,0.012947947,0.156798505,-0.05429123
GSM1424160,0,0.052169795,0.08499926,-0.1476276
GSM1424161,0,-0.01347944,-0.1389712,0.1848868
GSM1424162,0,-0.11811895,0.052247115,-0.01897435
GSM1424163,0,-0.017965115,0.10679728,-0.04794593
GSM1424164,0,-0.070776665,0.087095975,-0.08424088
GSM1424165,0,-0.063341245,0.04729135,-0.03415549
GSM1424166,0,0.074975355,0.04501526,0.05531558
GSM1424167,0,0.1035629,-0.20430965,-0.1659719
GSM1424168,0,0.05068677,0.096762275,-0.09662209
GSM1424169,0,0.014180344,-0.09364863,0.06577342
GSM1424170,0,0.019609861,-0.108542535,0.1243317
GSM1424171,0,-0.038254865,0.101955455,-0.1479659
GSM1424172,0,-0.003630135,-0.14899805,0.01289157
GSM1424173,0,0.03180879,-0.051661245,-0.04668032
GSM1424174,0,-0.037684125,0.07381855,-0.0237198
GSM1424175,0,0.008812942,-0.03218177,-0.1437653
GSM1424176,0,-0.007806316,0.24619585,0.006577136
GSM1424177,0,0.008716188,0.067849675,0.03550911
GSM1424178,0,-0.00210066,0.038014245,-0.08733436
GSM1424179,0,-0.03580728,0.116214785,-0.000810385
GSM1424180,0,-0.022283655,0.1094942,0.000796544
GSM1424181,0,-0.01983776,0.133929045,-0.1131725
GSM1424182,0,-0.045311965,0.11897995,-0.1935437
GSM1424183,0,0.017835785,0.188137,-0.1197309
GSM1424184,0,-0.03005493,0.112461975,-0.1073291
GSM1424185,0,-0.06362155,0.00859086,-0.3193946
GSM1424186,0,-0.04888318,0.2345109,-0.1291262
GSM1424187,0,-0.011848585,0.04806293,-0.07584321
GSM1424188,0,0.003973235,0.115879035,-0.1859039
GSM1424189,0,0.001117211,0.09091402,0.03279136
GSM1424190,0,0.08665276,0.14094135,-0.0911436
GSM1424191,0,-0.04451288,0.07413638,0.003608955
GSM1424192,0,-0.04874354,0.16551005,-0.1637767
GSM1424193,0,0.026308235,0.1414654,-0.02245229
GSM1424194,0,0.097532525,-0.175360575,-0.08293089
GSM1424195,0,0.01011675,0.06407865,0.02383888
GSM1424196,0,-0.003190191,0.101900615,-0.05584945
GSM1424197,0,0.081208445,0.070527308,-0.1226666
GSM1424198,0,0.043558805,-0.36707035,0.294288
GSM1424199,0,-0.027935723,0.105384,-0.1212801
GSM1424200,0,-0.041133125,0.003424515,-0.1110148
GSM1424201,0,-0.018493725,0.1543132,0.005132118
GSM1424202,0,-0.006272525,-0.09289502,-0.0718786
GSM1424203,0,0.02772437,-0.1398459,0.07894475
GSM1424204,0,-0.02049354,0.11708413,-0.1259694
GSM1424205,0,-0.02183444,0.10315756,0.009682641
GSM1424206,0,-0.000557715,0.06976223,-0.09456635
GSM1424207,0,-0.08879324,0.2335485,-0.1419206
GSM1424208,0,0.014149635,0.01753631,-0.1999902
GSM1424209,0,-0.02686941,-0.17264215,-0.2636172
GSM1424210,0,0.00555414,-0.10571826,0.1196274
GSM1424211,0,-0.018804055,-0.2801247,0.1358619
GSM1424212,0,-0.005680925,-0.000722715,0.09008786
GSM1424213,0,3.85E-05,-0.27324085,0.06647941
GSM1424214,0,0.089246892,-0.3033454,-0.01424029
GSM1424215,0,0.042120245,-0.09697849,0.04277583
GSM1424216,0,0.041465525,-0.054295615,0.2056054
GSM1424217,0,-0.012989565,-0.3416886,0.1236537
GSM1424218,0,0.10337851,-0.17747795,0.05318661
GSM1424219,0,0.034647075,-0.077402385,0.05026557
GSM1424220,0,0.083750185,-0.3969158,0.01371579
GSM1424221,0,0.10542485,-0.086669645,0.1009512
GSM1424222,0,0.028508275,-0.1430083,0.1053875
GSM1424223,0,0.123197565,-0.007212855,0.1116457
GSM1424224,0,0.083188115,0.077832235,0.02272507
GSM1424225,0,0.076179043,-0.018877445,-0.01831669
GSM1424226,0,0.074775535,0.0891693,-0.0390086
GSM1424227,0,0.11564245,-0.073584255,0.05951871
GSM1424228,0,0.090892125,0.011623597,0.002550411
GSM1424229,0,0.048850495,0.08954569,-0.04926357
GSM1424230,0,0.06005751,0.04751194,0.1208169
GSM1424231,0,0.03900042,0.009908695,-0.0792805
GSM1424232,0,0.0960759,-0.071577588,0.05091134
GSM1424233,0,0.1255673,-0.16114425,-0.01412925
GSM1424234,0,0.111372405,-0.01554843,0.02485613
GSM1424235,0,0.14715655,-0.1653245,0.1912353
GSM1424236,0,0.067579425,0.05985113,-0.04588554
GSM1424237,0,0.130491875,-0.076878165,0.03434079
GSM1424238,0,0.12538625,-4.84E-05,0.05751178
GSM1424239,0,0.045631825,0.073495645,-0.206791
GSM1424240,0,0.14495045,-0.05288497,0.05256464
GSM1424241,0,0.10148365,0.060183635,0.02944928
GSM1424242,0,-0.035528725,0.07659741,-0.1269883
GSM1424243,0,0.075621905,-0.051739934,-0.05010324
GSM1424244,0,0.06524357,-0.03282375,-0.2610831
GSM1424245,0,0.054952895,-0.036256922,0.08202069
GSM1424246,0,0.096100635,0.057464871,-0.007129094
GSM1090501,1,0.054097305,0.04661377,-0.02822959
GSM1090502,1,0.00248456,0.00646935,0.009184075
GSM1090503,0,0.00554594,0.038741845,0.01508313
GSM1090504,0,0.017289281,-0.10365573,0.007225185
GSM1090505,1,-0.092605565,0.075331085,-0.02748478
GSM1090506,1,-0.09556635,-0.32054605,0.1559286
GSM1090507,0,0.00555414,-0.10571826,0.1196274
GSM1090508,1,-0.04225787,-0.7765382,0.3511705
GSM1090509,0,-0.032112955,0.1665019,-0.01150473
GSM1090510,1,-0.090663045,-0.09152997,0.05316428
GSM1090511,1,-0.12845879,-0.2164355,-0.1579901
GSM1090512,1,-0.113770055,-0.021838403,-0.1361758
GSM1090513,1,0.001164895,-0.19107395,-0.02490793
GSM1090514,0,0.003852993,0.13790662,-0.01896173
GSM1090515,1,-0.018614455,-0.4136487,0.2561578
GSM1090516,1,0.121804,-0.2807742,-0.1603409
GSM1090517,1,-0.08147047,0.05422566,-0.1551058
GSM1090518,1,-0.06829078,-0.086235065,0.1225874
GSM1090519,1,-0.08146462,-0.54940785,0.01471161
GSM1090520,1,-0.014364304,0.11297456,-0.1889625
GSM1090521,1,-0.08576906,-0.1882572,-0.07199302
GSM1090522,1,-0.069763955,0.000722535,0.09833956
GSM1090523,0,0.06968793,0.15347835,-0.0842723
GSM1090524,1,-0.057212475,-0.16340595,-0.144144
GSM1090525,1,-0.03752652,-0.100152015,0.05415138
GSM1090526,1,-0.13112764,-0.116138395,-0.04488385
GSM1090527,1,0.07933158,-0.05759246,-0.3049793
GSM1090528,0,0.0843848,-0.073077805,-0.3307676
GSM1090529,0,0.0454253,-0.06151713,-0.239723
GSM1090530,1,-0.127133165,-0.30785235,0.09953652
GSM1090531,1,-0.073738086,-0.4444902,0.1538716
GSM1090532,1,0.014227975,-0.19957225,-0.03068552
GSM1090533,0,-0.0170319,0.04980362,-0.0226246
GSM1090534,1,0.06627234,-0.3532031,0.2037334
GSM1090535,1,-0.118582955,-0.45880945,0.07277571
GSM1090536,1,-0.040294075,-0.26492635,-0.03496123
GSM1090537,1,-0.102719705,-0.6518473,0.4738526
GSM1090538,0,0.015123215,0.1259096,0.03370028
GSM1090539,1,-0.087403765,-0.35450275,-0.04597846
GSM1090540,1,-0.065869325,-0.08075667,0.02184563
GSM1090541,1,-0.03343297,0.030092909,0.2020948
GSM1090542,0,0.05636171,0.084185515,-0.08646648
GSM1090543,1,-0.018560248,0.13188955,-0.1171545
GSM1090544,1,-0.089323215,-0.2643813,-0.05139303
GSM1090545,0,-0.00780546,0.14175945,-0.1209611
GSM1090546,0,-0.023787696,0.066637985,-0.03381439
GSM1090547,1,-0.031908094,-0.03403499,-0.08684967
GSM1090548,1,-0.02501787,0.002839705,-0.01059721
GSM1090549,1,-0.067570835,-0.031489373,-0.04156118
GSM1090550,1,0.013119925,-0.25673595,-0.1008568
GSM1090551,1,-0.00728323,-0.151817615,0.1306417
GSM1090552,0,0.023420855,0.026814445,0.1155222
GSM1090553,1,0.081008,-0.1833894,0.11355
GSM1090554,1,-0.088219855,-0.3297043,-0.02644869
GSM1090555,1,-0.084177325,0.03637994,-0.1704859
GSM1090556,1,-0.081519025,-0.14017781,-0.07528697
GSM1090557,1,-0.069511075,0.02412463,-0.2084208
GSM1090558,0,0.00803109,0.111541575,-0.177704
GSM1090559,1,0.022097475,-0.30495725,0.0788923
GSM1090560,1,-0.064790192,-0.10316606,-0.09627358
GSM1090561,1,0.011317978,-0.113329875,0.01351172
GSM1090562,1,-0.06471792,-0.5274424,0.3158999
GSM1090563,1,-0.048255335,-0.154405215,0.09357049
GSM1090564,1,-0.07413469,-0.00178629,-0.05579643
GSM1090565,1,-0.060996695,-0.30335205,0.2170737
GSM1090566,1,0.036255574,-0.3079992,0.1775387
GSM1090567,1,-0.06090895,0.03741387,-0.09835376
GSM1090568,0,0.042120245,-0.09697849,0.04277583
GSM1090569,0,-0.05470904,-0.07517881,-0.1764263
GSM1090570,1,0.097392835,-0.0272599,-0.2931059
GSM1090571,1,-0.09444501,-0.30323925,0.005682071
GSM1090572,1,-0.008223712,-0.044220956,-0.1365362
GSM1090573,0,0.100716415,0.068542865,-0.02051466
GSM1090574,1,0.026439005,-0.077935425,-0.06131424
GSM1090575,1,-0.056353165,-0.43488995,0.1432634
GSM1090576,0,-0.01536443,-0.094633535,0.07712406
GSM1090577,1,-0.06928411,-0.04174013,0.04602126
GSM1090578,1,-0.034495305,-0.6552566,0.1516136
GSM1090579,0,0.007796935,0.108328185,-0.133647
GSM1090580,1,-0.02549611,-0.443777,0.2517503
GSM1090581,1,-0.009809598,-0.09794838,-0.01809887
GSM1090582,1,-0.05648995,0.054169075,-0.06016735
GSM1090583,0,-0.006478389,0.10217982,-0.03855698
GSM1090584,1,-0.024643498,-0.1981837,-0.2067803
GSM1090585,1,-0.026778645,0.08096815,-0.1425225
GSM1090586,1,0.002240325,-0.3872494,0.1793183
GSM1090587,0,-0.013070009,0.041036545,-0.1930618
GSM1090588,1,0.003311206,0.09580077,-0.0688742
GSM1090589,1,0.09001263,-0.80387565,-0.08161657
GSM1090590,1,-0.0787807,-0.2733413,-0.04374292
GSM1090591,1,0.06143031,-0.024074289,-0.111205
GSM1090592,1,0.099121265,-0.2508184,0.1100924
GSM1090593,1,-0.19910515,0.2333729,-0.3644155
GSM1090594,1,0.01354903,0.04645934,0.02754341
GSM1090595,0,-0.001508437,0.07043427,-0.08239777
GSM1090596,0,-0.002042304,0.13499157,-0.1039781
GSM1090597,0,0.005299966,-0.0331541,-0.04632685
GSM1090598,0,0.017752225,0.003172405,-0.08545734
GSM1090599,1,-0.033946275,-0.042198585,0.03698162
GSM1090600,0,-0.009486283,0.094758385,0.04177144
GSM1090601,1,0.039614835,0.072651925,-0.1215628
GSM1090602,0,0.10337851,-0.17747795,0.05318661
GSM1090603,0,0.053108075,0.102388365,-0.1338486
GSM1090604,0,0.0183096,-0.11816567,0.1239981
GSM1090605,0,0.03336105,0.077277705,-0.196016
GSM1090606,0,0.002347867,0.1291747,0.000304196
GSM1090607,0,0.002051791,0.11535695,0.02060668
GSM1090608,0,-0.030864781,0.1746113,-0.03176509
GSM1090609,0,-0.00363272,0.09881399,-0.04943222
GSM1090610,0,0.10542485,-0.086669645,0.1009512
GSM1090611,0,0.00529499,0.11765915,0.0154356
GSM1090612,1,-0.047767675,-0.023691945,-0.1200805
GSM1090613,0,-0.03360529,0.003592625,-0.04367889
GSM1090614,0,-0.004260222,0.12555759,-0.06404454
GSM1090615,0,0.083188115,0.077832235,0.02272507
GSM1090616,1,0.049438185,0.018272021,-0.2833289
GSM1090617,0,0.076179043,-0.018877445,-0.01831669
GSM1090618,1,0.022803705,-0.38170875,0.3221695
GSM1090619,0,0.013098213,0.11043245,-0.05124623
GSM1090620,1,-0.033151296,-0.4480071,0.03824684
GSM1090621,0,0.00979812,0.22582465,-0.005973666
GSM1090622,0,0.03016223,0.140738,-0.01230472
GSM1090623,1,0.08495595,-0.35229455,-0.1108268
GSM1090624,1,-0.043681783,-0.141771545,-0.004917494
GSM1090625,0,-0.034749615,0.08432657,-0.01675996
GSM1090626,1,-0.046367012,-0.19096975,-0.02302365
GSM1090627,0,-0.026926145,0.13467112,-0.1313373
GSM1090628,0,0.00825039,-0.2991948,0.1425472
GSM1090629,0,-0.01440922,0.012086055,-0.009930992
GSM1090630,0,-0.029218096,-0.074313665,0.0122593
GSM1090631,0,-0.02125752,0.050599542,-0.08760745
GSM1090632,0,-0.01837843,0.08290841,-0.04815311
GSM1090633,1,-0.086361475,-0.3834355,0.04195945
GSM1090634,0,0.012947947,0.156798505,-0.05429123
GSM1090635,1,-0.101291745,-0.15451025,0.02992975
GSM1090636,0,0.052169795,0.08499926,-0.1476276
GSM1090637,1,-0.025935035,0.16021125,0.05130843
GSM1090638,1,0.052262565,-0.4502031,-0.004276853
GSM1090639,1,-0.06455173,-0.3811224,0.2912363
GSM1090640,0,0.06005751,0.04751194,0.1208169
GSM1090641,1,0.05843681,-0.12344497,0.01985719
GSM1090642,1,-0.051415295,-0.102040655,-0.143184
GSM1090643,0,-0.11811895,0.052247115,-0.01897435
GSM1090644,0,-0.017965115,0.10679728,-0.04794593
GSM1090645,0,0.03900042,0.009908695,-0.0792805
GSM1090646,1,0.06426152,-0.59097685,0.392884
GSM1090647,0,-0.063341245,0.04729135,-0.03415549
GSM1090648,1,0.020293045,-0.346856,0.2327622
GSM1090649,1,0.06894735,-0.34895185,0.3331431
GSM1090650,1,0.007818275,-0.15170455,0.003203783
GSM1090651,1,-0.00302347,-0.3028341,-0.1301462
GSM1090652,0,0.074975355,0.04501526,0.05531558
GSM1090653,1,0.070573885,-0.075940975,-0.05606633
GSM1090654,1,0.05814475,0.00380668,0.00355464
GSM1090655,1,-0.04185584,-0.16326965,0.03473273
GSM1090656,0,0.05068677,0.096762275,-0.09662209
GSM1090657,0,0.014180344,-0.09364863,0.06577342
GSM1090658,0,0.019609861,-0.108542535,0.1243317
GSM1090659,1,-0.032757075,-0.4087487,-0.1226375
GSM1090660,0,-0.038254865,0.101955455,-0.1479659
GSM1090661,0,-0.037684125,0.07381855,-0.0237198
GSM1090662,1,-0.028778345,-0.7982378,0.07860375
GSM1090663,0,-0.007806316,0.24619585,0.006577136
GSM1090664,0,0.008716188,0.067849675,0.03550911
GSM1090665,1,-0.05780819,-0.29321545,0.2453065
GSM1090666,1,-0.037068999,-0.004972615,-0.03866364
GSM1090667,1,-0.08893064,-0.2384838,-0.11214
GSM1090668,1,0.049840475,-0.40352525,0.1211052
GSM1090669,0,-0.03580728,0.116214785,-0.000810385
GSM1090670,0,-0.022283655,0.1094942,0.000796544
GSM1090671,1,0.06862156,-0.2160696,0.08822968
GSM1090672,0,-0.01983776,0.133929045,-0.1131725
GSM1090673,1,-0.06244111,-0.36881585,-0.0469987
GSM1090674,1,0.005825063,-0.03648717,-0.142611
GSM1090675,0,0.017835785,0.188137,-0.1197309
GSM1090676,1,0.05004714,-0.19380065,-0.03405621
GSM1090677,0,-0.03005493,0.112461975,-0.1073291
GSM1090678,1,0.063860655,-0.17467755,0.01542007
GSM1090679,1,-0.068526915,-0.062816875,-0.1431883
GSM1090680,1,0.000354765,-0.08507262,0.1751483
GSM1090681,0,-0.04888318,0.2345109,-0.1291262
GSM1090682,0,-0.011848585,0.04806293,-0.07584321
GSM1090683,0,0.003973235,0.115879035,-0.1859039
GSM1090684,0,0.001117211,0.09091402,0.03279136
GSM1090685,0,0.08665276,0.14094135,-0.0911436
GSM1090686,0,-0.04451288,0.07413638,0.003608955
GSM1090687,0,-0.04874354,0.16551005,-0.1637767
GSM1090688,0,0.097532525,-0.175360575,-0.08293089
GSM1090689,0,0.01011675,0.06407865,0.02383888
GSM1090690,1,-0.04430218,-0.0620217,-0.06247728
GSM1090691,0,-0.003190191,0.101900615,-0.05584945
GSM1090692,1,0.071361275,-0.090915735,-0.1690743
GSM1090693,0,0.14715655,-0.1653245,0.1912353
GSM1090694,0,-0.027935723,0.105384,-0.1212801
GSM1090695,0,-0.041133125,0.003424515,-0.1110148
GSM1090696,1,0.02261395,-0.6884574,0.1488801
GSM1090697,1,-0.047034105,-0.094236665,-0.01422074
GSM1090698,0,-0.018493725,0.1543132,0.005132118
GSM1090699,1,0.021986877,-0.2909035,0.04669456
GSM1090700,1,-0.05435185,-0.04704604,-0.002869789
GSM1090701,0,-0.02049354,0.11708413,-0.1259694
GSM1090702,0,-0.02183444,0.10315756,0.009682641
GSM1090703,0,-0.000557715,0.06976223,-0.09456635
GSM1090704,1,0.05363063,-0.2829522,-0.02253816
GSM1090705,0,-0.08879324,0.2335485,-0.1419206
GSM1090706,1,-0.027899195,-0.23671295,-0.105161
GSM1090707,0,0.014149635,0.01753631,-0.1999902
GSM1090708,1,-0.003112205,-0.3990507,-0.004070187
GSM1090709,1,-0.019437825,0.1495583,-0.03316675
GSM1090710,0,0.12538625,-4.84E-05,0.05751178
GSM1090711,1,0.12473026,-0.03564229,-0.1516416
GSM1090712,0,0.069095815,0.11809445,-0.008707071
GSM1090713,0,0.10021147,0.114881485,-0.05016086
GSM1090714,1,0.047876595,-0.29882055,0.03948274
GSM1090715,1,0.00280107,-0.39744,0.01022451
GSM1090716,0,0.045631825,0.073495645,-0.206791
GSM1090717,0,0.14495045,-0.05288497,0.05256464
GSM1090718,0,0.10148365,0.060183635,0.02944928
GSM1090719,1,-0.016144835,-0.09409597,-0.2285543
GSM1090720,1,0.010647295,0.046114956,-0.1375152
GSM1090721,0,-0.035528725,0.07659741,-0.1269883
GSM1090722,1,0.1513848,-0.10948633,-0.04123517
GSM1090723,0,0.075621905,-0.051739934,-0.05010324
GSM1090724,0,0.06524357,-0.03282375,-0.2610831
GSM1090725,0,0.148337315,0.05081364,0.2894916
GSM1090726,0,0.054952895,-0.036256922,0.08202069
GSM1090727,1,0.2142011,-0.63292705,0.1148141
GSM1090728,1,-0.02859089,0.00946851,-0.1463273
GSM1090729,1,0.043022015,-0.099978255,0.1626889
GSM1090730,1,0.025459725,-0.1736198,0.1266229
