feature,classifier_attribution
SERPINA1,0.00073530694
TEAD4,0.0007344312
PRAM1,0.00073420315
SYNE1,0.00073369575
PMS1,0.0007326464
SFRS1,0.0007322623
SERPINB7,0.00073218
MED26,0.00073187525
ZBTB40,0.00073160045
Methy_PEX13,0.000731327
TNIK,0.0007311872
STX7,0.0007308417
SPATA19,0.00073014427
MLKL,0.000729887
RAD9B,0.0007298697
Methy_UBE2D4,0.0007296401
MOBKL2C,0.0007292705
ZNF221,0.0007284902
PPP1R14B,0.0007274864
SAMD11,0.0007273221
PSTPIP2,0.0007270048
MXD4,0.00072669936
TFDP2,0.0007263032
PTPN9,0.0007261474
NTHL1,0.0007261378
REEP4,0.0007255698
NR4A3,0.0007254693
WBP4,0.00072544155
Methy_SSH2,0.00072537526
PAPD4,0.0007252884
ZNF708,0.0007251935
NDUFA4L2,0.0007248198
NQO1,0.0007245133
ZNF200,0.0007243742
NEK11,0.00072425755
Methy_SPINK4,0.00072422554
Methy_PDZRN4,0.0007232063
Methy_OTOS,0.0007222499
Methy_ZNF20,0.00072179845
STX8,0.00072119327
Methy_OTUD5,0.0007211909
Methy_TPPP,0.00072056113
SLC1A2,0.00072049466
PSMD12,0.00072045275
Methy_OR5B21,0.00072021957
TTC8,0.00071969535
PLDN,0.0007196897
Methy_PADI3,0.00071936887
SH3BP2,0.0007193187
THSD7A,0.00071930344
VPS41,0.0007186863
NAPG,0.0007186592
NOLC1,0.00071791926
MCHR2,0.0007178858
TNFAIP8L3,0.00071732525
TEX10,0.0007170605
Methy_MLF2,0.00071697845
RIOK1,0.00071665796
REXO4,0.0007164098
Methy_TTC30A,0.000715566
PCID2,0.00071516715
OLA1,0.0007148817
Methy_STK39,0.0007148152
Methy_ZNF449,0.0007145994
PDE1B,0.00071446516
Methy_MS4A2,0.0007143046
Methy_MATR3,0.0007142218
TRMT5,0.0007141924
TMEM169,0.00071397884
ZNF57,0.000713967
ZNF441,0.00071375613
SYT1,0.0007137149
WDFY2,0.00071350636
VPS4B,0.00071306474
RWDD2A,0.0007125823
PCDH7,0.00071239186
SERTAD1,0.0007122997
TCEAL2,0.0007122927
NDUFA11,0.00071227277
Methy_PACSIN2,0.00071216567
PLOD2,0.00071213185
Methy_SLC30A10,0.00071156176
Methy_NUDT13,0.00070982793
Methy_UBC,0.00070961687
Methy_STMN3,0.0007095923
WDR89,0.0007093405
NOL11,0.00070880033
THPO,0.00070878206
MRPL28,0.00070846605
TNFRSF11B,0.00070772914
Methy_UNC84B,0.0007074574
TAF4B,0.00070743274
Methy_TBRG4,0.0007072321
SMO,0.00070711423
Methy_ZMYM3,0.00070690527
SIX1,0.00070678693
MRPL55,0.00070675806
Methy_NDUFA1,0.0007063937
RPS27L,0.00070625107
TM2D2,0.00070607214
Methy_TRUB1,0.00070603157
ZNF667,0.0007059796
MDH2,0.0007059324
ZMIZ2,0.00070588297
TOB2,0.00070577534
MAD2L1BP,0.00070527394
USP12,0.00070503575
Methy_PGRMC1,0.0007047977
NPPC,0.00070398743
RNASET2,0.0007039688
ST6GALNAC3,0.0007035767
TSPAN7,0.00070223317
TBC1D8B,0.0007020802
Methy_TSGA14,0.0007020649
Methy_SNX3,0.00070193957
Methy_RPS27L,0.0007018552
SLC1A7,0.00070175464
RNASE3,0.0007016024
Methy_SH2D1B,0.00070159463
Methy_PIGU,0.0007015829
RAB3IL1,0.0007013387
ZNF229,0.0007012582
UAP1L1,0.0007010173
Methy_SOSTDC1,0.0007009273
Methy_PTPRU,0.0007006321
PHB,0.0007000765
TCF7,0.0006998001
SLC22A1,0.0006988835
PTBP2,0.00069878314
TCEAL3,0.00069787697
PLK2,0.00069773843
Methy_PNPLA8,0.00069756404
Methy_NFAM1,0.0006974264
Methy_OTUD7B,0.0006973402
PTPN13,0.0006972919
Methy_TTC4,0.000696928
PRKAA2,0.0006969176
Methy_PTCH2,0.00069684174
OXA1L,0.00069653854
XCL2,0.0006962321
RPS14,0.0006960481
RCC1,0.00069601904
Methy_ZNF383,0.0006955527
UPK1A,0.0006955477
Methy_PCYOX1L,0.0006952923
PLCB4,0.00069505384
Methy_SLC34A2,0.0006947105
Methy_RHCG,0.0006945239
Methy_OR56A4,0.00069414766
Methy_PKD2L1,0.0006939008
YARS,0.0006937503
SETD1A,0.00069361244
Methy_SEMA3E,0.0006932168
Methy_PIF1,0.00069311296
ZNF711,0.0006923254
NDUFB7,0.0006921562
Methy_P2RY12,0.0006921437
PLEK2,0.00069171516
ZW10,0.00069111097
Methy_NEK10,0.0006911049
NLRC4,0.000690997
RANBP1,0.0006909969
Methy_RBPMS,0.0006908173
Methy_PSME4,0.00069034623
MMP24,0.0006899889
Methy_MARCH5,0.00068998465
MARK1,0.00068973465
TTLL11,0.00068965653
Methy_MSH6,0.00068907824
POLR3E,0.0006887957
USP3,0.00068870327
Methy_ZBTB33,0.0006886461
Methy_UTP11L,0.0006882576
ZNF175,0.0006877085
PFDN6,0.0006872187
SULT1C2,0.00068721565
NCOR2,0.00068710523
MYCBP2,0.0006869791
PAK6,0.00068689685
MFSD8,0.0006867568
TOMM22,0.00068673666
PLEKHA7,0.00068659225
SNRPE,0.0006861174
PKN3,0.0006858616
Methy_SNORD53,0.0006858531
Methy_TRAF3IP2,0.00068550324
SCHIP1,0.0006850651
WDR5B,0.0006848661
MAST3,0.00068475236
SEL1L,0.0006846977
Methy_RPS3,0.0006842448
NUDT6,0.00068392383
SCG2,0.0006838526
RAB22A,0.00068372436
SLC22A9,0.000683617
SLC39A11,0.00068301376
PPM1M,0.00068230025
NUFIP1,0.00068220386
Methy_PRDM7,0.00068201736
Methy_MRPL47,0.00068194245
TDGF3,0.0006819108
RINT1,0.0006816507
ZNF101,0.00068059925
RBM20,0.0006803924
Methy_MYH8,0.0006801824
Methy_WFDC8,0.0006801747
Methy_SMN1,0.0006801411
MTRR,0.0006797173
Methy_OCA2,0.0006795907
RAC2,0.0006793817
Methy_SOHLH2,0.00067922723
NDST1,0.00067913206
Methy_SLC41A3,0.0006789801
ZNF605,0.0006786152
WDR64,0.00067852676
ZNF774,0.00067809905
Methy_ZNF502,0.0006780375
TBXAS1,0.00067793555
PSEN2,0.00067750865
Methy_SPARC,0.0006765738
NXF1,0.0006765663
PLEKHG5,0.0006762386
TRAF3IP2,0.0006761717
Methy_PDK1,0.0006761498
Methy_RNF128,0.0006761104
SEMA4B,0.00067604776
Methy_VSX1,0.00067602715
NDUFA8,0.0006760106
SYT14,0.0006751319
ZNF85,0.0006750572
PTAR1,0.0006742478
Methy_RPS6KA1,0.0006741951
PELI2,0.00067365216
TXLNB,0.0006735547
Methy_PMCH,0.0006731213
Methy_TARDBP,0.00067277695
NME6,0.00067269773
NIF3L1,0.0006724713
Methy_ZNF683,0.0006721834
SELK,0.0006721689
NRBP2,0.0006717683
TRIM68,0.00067175494
NHLH2,0.00067166367
Methy_TCEAL6,0.0006713769
Methy_MARS,0.00067079003
Methy_RASD1,0.00067071914
TMC8,0.00067034346
Methy_VKORC1L1,0.00067014893
TMED5,0.00066955993
Methy_RNF113A,0.00066954526
PNOC,0.000669242
TIPRL,0.00066876085
PLCXD2,0.0006684
NDEL1,0.0006676174
PCMT1,0.0006675249
STOML1,0.0006674463
SAR1A,0.00066659536
Methy_RBP1,0.0006663858
TSR2,0.000666279
Methy_MYBPH,0.00066592835
THRAP3,0.0006658721
PSMG1,0.00066579215
ZNF706,0.00066562236
Methy_PAQR4,0.0006656035
Methy_SPIN1,0.0006655694
SPAG6,0.0006654042
TM2D1,0.0006650919
TNRC6A,0.00066507177
TMEM145,0.0006649351
Methy_TM4SF19,0.000664865
Methy_SLC16A13,0.0006647897
SFRS12,0.00066459185
Methy_PARP3,0.0006643893
PTOV1,0.0006642796
SNCB,0.000664118
RBP1,0.0006640436
SIRT5,0.0006637198
TSPY1,0.0006635728
MYT1L,0.00066350296
MLXIP,0.00066341256
MRPS23,0.0006627281
MRPS21,0.0006626571
TUBA1C,0.00066221325
Methy_NARG2,0.0006610906
PDE6A,0.0006609965
Methy_POP1,0.00066059816
Methy_ZBTB41,0.0006605771
PPP2R5B,0.00066032336
PRKAG1,0.00066027144
SRL,0.0006599093
MAN1A1,0.00065963494
PRMT3,0.00065936777
Methy_PCDHGA10,0.00065867684
RIPK4,0.0006586265
TMEM177,0.0006583618
MYO1E,0.00065801543
TEP1,0.0006577426
RUNX3,0.00065766723
OR2B11,0.0006573904
Methy_WDR8,0.00065729016
POLR2I,0.00065705396
PRDX2,0.00065704284
PRMT6,0.0006569396
SH3TC1,0.00065667403
ZNF280B,0.00065651775
TBCE,0.0006561275
ZNF23,0.0006560549
Methy_RAPGEF3,0.00065578654
Methy_RWDD2B,0.0006557237
TAPBP,0.0006553289
PDXDC1,0.0006544847
VCP,0.00065437844
SGPP1,0.00065378693
SLC45A1,0.00065336813
MRPL45,0.00065332965
POLR3G,0.0006531469
Methy_PAQR6,0.00065285154
Methy_PLA2G2D,0.0006527573
NUAK1,0.00065249
Methy_PCDH11X,0.00065209117
MAGI3,0.0006516698
Methy_PTGDS,0.0006515673
SYNGAP1,0.000651556
PPARGC1A,0.0006512331
Methy_OR2L13,0.0006511376
ZNF681,0.00065109314
PRKCH,0.00065077975
NCOA5,0.0006507477
SLC30A3,0.0006506775
SLC25A25,0.000650516
MOGAT1,0.00065020536
SNORD59A,0.00064934406
PRMT5,0.0006493087
WBP11P1,0.0006489799
RBM23,0.0006486009
RASGEF1C,0.0006485011
ORC5L,0.0006479933
RNF144B,0.0006479058
Methy_MATN3,0.0006478773
STC1,0.0006478074
RBM11,0.0006477109
PTPMT1,0.0006476743
RAF1,0.00064759934
PHACTR3,0.0006470714
PPM1A,0.00064696104
STK17A,0.00064695417
MEMO1,0.00064670667
TUBA3C,0.00064646814
Methy_TAF9B,0.00064643414
VKORC1,0.000646393
Methy_OSTN,0.0006462566
Methy_NGFRAP1,0.00064600614
PIM3,0.0006457266
UBL4A,0.0006455436
Methy_OR8B4,0.000645301
Methy_ZBTB39,0.0006451146
MEOX1,0.0006450939
TTC3,0.00064495567
Methy_PLXNA3,0.00064465264
RANGRF,0.00064435415
Methy_TSPY1,0.0006441823
Methy_SCARNA15,0.00064366334
Methy_OXGR1,0.0006436268
Methy_ZNF114,0.00064350717
Methy_NRD1,0.0006434261
OR7A17,0.000643071
Methy_WDR45,0.0006424377
SACS,0.00064235786
OR51M1,0.0006423341
TMPRSS11A,0.0006416791
ZNF600,0.0006416086
ZC3H7B,0.0006415793
Methy_PITX3,0.0006403871
RERE,0.000639853
RIMS3,0.0006397786
Methy_SLC12A5,0.00063914154
SEMA3A,0.00063894986
SLC6A20,0.0006385387
TJP1,0.0006385022
UHRF1,0.0006377622
Methy_SYT13,0.0006372582
STAMBPL1,0.00063713256
Methy_PAX9,0.00063704164
PIAS1,0.00063693407
SLC16A8,0.00063616777
ZC3HAV1,0.0006360117
Methy_SIGLEC15,0.0006356049
SCARB1,0.00063554797
SLC19A1,0.00063552335
SUCNR1,0.0006354277
PIGR,0.00063541555
NLN,0.0006352493
WDR45,0.00063520984
NDFIP2,0.0006350304
ZNF438,0.0006348824
Methy_SLC46A2,0.00063456094
PCDHB3,0.0006345068
RHOT1,0.0006344601
PGRMC1,0.00063418987
ZNF410,0.00063291594
RIC8B,0.0006328462
SELL,0.0006328322
Methy_SNRPA1,0.0006320423
MGST2,0.0006318103
TWF2,0.0006314466
Methy_PTPRN2,0.0006312983
NDUFS4,0.0006308362
RNF34,0.0006308117
Methy_PPP3CC,0.0006307406
MGC2889,0.00063064427
TUBA1A,0.00063030503
Methy_PCSK1,0.00063014013
WDR59,0.00063007773
MSR1,0.0006296804
SKI,0.0006296223
Methy_TSSK4,0.0006294275
SLC17A6,0.00062919204
Methy_MRVI1,0.00062909676
Methy_SAMD9,0.0006288172
Methy_VCX2,0.00062873494
SLC20A1,0.00062866515
PSMD13,0.00062865665
MAPK8IP2,0.0006284406
Methy_SLC2A11,0.00062810373
SNX24,0.0006277634
TACC2,0.0006275175
NFAM1,0.0006271582
PRKCD,0.00062706135
PLA2G4B,0.0006270456
PPP2R2B,0.0006270122
TREM1,0.0006265023
Methy_TRIM45,0.00062633696
ZWILCH,0.00062631903
Methy_NAGA,0.0006261961
TRAIP,0.00062612037
Methy_PPP2R3A,0.0006261067
Methy_RAB5A,0.0006254041
PLEKHG2,0.00062532723
ZNF692,0.00062531285
NALCN,0.0006249284
NFS1,0.0006248556
Methy_TNNI1,0.00062474917
SV2B,0.0006247201
VENTX,0.0006245769
LYSMD4,0.00062431267
STK4,0.00062389096
PPP2R1B,0.0006238269
Methy_NCBP1,0.000623722
PTPN18,0.0006236966
TMEM70,0.0006235267
MYO9B,0.00062352436
MRPS5,0.0006234749
TERF2IP,0.00062343065
Methy_SIM2,0.0006230985
Methy_TDRD12,0.00062308216
RNF215,0.00062275765
WHSC1,0.00062266964
SLC39A8,0.00062243873
Methy_OR10AD1,0.00062232115
TIMM23,0.0006222918
MRPL20,0.00062228896
STAT5B,0.0006221677
RALB,0.00062215974
Methy_PLA2G2F,0.00062186597
TLR6,0.00062168733
TNFAIP8,0.00062144356
XPNPEP1,0.0006213235
Methy_MTCP1,0.0006213054
MT1B,0.00062123
Methy_RNF32,0.00062082417
Methy_VAMP2,0.0006204701
TINAGL1,0.00062045746
Methy_SYNPR,0.00062028685
USP14,0.0006202754
Methy_ZNF501,0.00062012667
TIMP3,0.00062005105
TLX3,0.00061996636
STYK1,0.000619828
Methy_OR9Q2,0.00061975437
SLC5A8,0.000619515
TRO,0.00061944296
Methy_UPF1,0.00061887875
TPPP,0.000618807
Methy_TMED3,0.0006187665
Methy_ROPN1B,0.00061824557
PRB1,0.000617748
PHIP,0.00061706244
TNIP3,0.0006170474
RAB6B,0.00061701157
PLCG1,0.0006168685
ZNF329,0.00061682385
TFB2M,0.00061671686
PPCS,0.0006166342
NCALD,0.0006165335
PRPF3,0.0006161276
PRKACA,0.0006160789
Methy_TSPAN9,0.0006159616
PAIP2,0.0006156958
MYH2,0.000615514
PSMA5,0.00061529485
SLC6A6,0.0006149537
RXFP4,0.0006148898
POLR1A,0.0006147117
RASSF3,0.0006142406
SCIN,0.00061379006
TMSB4Y,0.0006137719
Methy_MICAL1,0.00061338145
Methy_MIER2,0.00061259425
Methy_VBP1,0.0006123167
SPTBN5,0.00061210286
NFKB2,0.000611766
UBE3C,0.00061150646
Methy_TMEM155,0.0006114064
Methy_OPTC,0.000611327
SMUG1,0.000610434
PLB1,0.0006101466
MEPCE,0.00060988945
NRXN3,0.0006098202
RGMA,0.00060978334
PLEK,0.0006096048
PPP1R12B,0.0006095045
Methy_MYADML,0.0006089691
STOX1,0.0006088393
TH1L,0.0006082344
NEUROD6,0.0006080332
Methy_NUDT9,0.0006079426
Methy_PLUNC,0.0006073919
SLC25A30,0.0006072662
Methy_RSPO2,0.0006070392
Methy_USP36,0.00060681987
Methy_TUBA4A,0.0006068184
Methy_SEC61G,0.0006067459
OR2AG1,0.00060647185
PRKD2,0.0006064059
USP19,0.0006060529
RASAL1,0.000605839
TMBIM1,0.000605721
TMEM56,0.00060559827
MORC2,0.0006054409
Methy_RYR1,0.0006053641
MBD1,0.0006051306
Methy_ZBTB6,0.00060482987
TMEM57,0.000603859
Methy_SPRYD4,0.00060348905
Methy_MMP26,0.00060342357
OR7C1,0.0006033868
MAPK4,0.000603283
OR2A42,0.0006030182
Methy_SERPINI2,0.0006029696
STAB1,0.00060205883
Methy_MAP2K5,0.0006019998
PGBD5,0.00060198945
ZDHHC23,0.0006010744
Methy_ST7,0.000601028
Methy_ZNF331,0.0006008226
SLC30A10,0.00060042634
NRG3,0.00060032617
Methy_TCEB3B,0.0006003128
Methy_RAB11B,0.0006001098
ZBTB1,0.0005999295
Methy_SEPX1,0.0005999066
Methy_PMS2L2,0.0005998433
Methy_SMCHD1,0.00059969176
SH3BGRL3,0.000599418
Methy_MAPK15,0.00059941737
PRPH2,0.0005992048
SERP1,0.000599151
MACF1,0.0005987138
PACSIN1,0.0005984638
WDR60,0.0005984236
Methy_NCKIPSD,0.00059834437
NPC2,0.0005980948
YWHAQ,0.0005977873
TCP10L,0.00059761474
RBPJL,0.0005975725
XKR9,0.0005974507
PIGM,0.000596904
Methy_MRPL12,0.00059687765
SKP1,0.00059651077
MGAT3,0.0005965028
TPP2,0.0005960586
Methy_SPACA3,0.0005959359
NCOA4,0.0005953182
Methy_SPIRE2,0.0005951239
PLD3,0.00059485825
Methy_ZC3H11A,0.0005939551
MAML2,0.0005934734
RARRES2,0.00059245835
PTCRA,0.00059244165
TFCP2L1,0.00059235725
NFRKB,0.00059226877
SNX22,0.0005919738
WDR36,0.0005918921
TUBGCP6,0.00059182406
Methy_WTAP,0.00059163105
ZNF512,0.00059134554
Methy_PRDM10,0.0005911927
Methy_PIWIL3,0.00059067295
Methy_TBC1D9,0.00059054495
Methy_ZNF569,0.0005903719
TXNDC9,0.0005903596
MRPS18A,0.0005903583
PDE4A,0.0005902272
Methy_NFYA,0.000589992
TRHDE,0.0005897762
Methy_UPF3A,0.000589703
Methy_PCDHGB5,0.00058960315
PARD3,0.0005891947
ZFP62,0.0005891649
MARCH1,0.00058881845
NEDD4,0.00058860786
SLC18A1,0.00058852404
Methy_ZNF576,0.0005885056
UBQLN4,0.00058770075
WDR37,0.0005874126
SLC30A4,0.000586779
VEZT,0.00058676663
ZNF509,0.0005863373
Methy_NLRP4,0.00058627094
ZNF570,0.0005862059
WWP2,0.00058598345
Methy_PDCD5,0.0005859033
Methy_RTN4R,0.0005856867
TOMM7,0.0005856054
Methy_NDUFB11,0.0005856019
Methy_ZBTB25,0.00058541883
Methy_PLOD3,0.0005854104
MRPS6,0.0005852604
WFIKKN1,0.00058511016
SAPS3,0.0005849792
PLCG2,0.00058450276
SWAP70,0.0005844995
OR4K2,0.00058435096
RCVRN,0.00058434444
NUPR1,0.00058416947
MICALCL,0.0005840165
Methy_VCX3B,0.0005839123
Methy_WBP2,0.00058358687
SULT1A3,0.00058343186
ZNF670,0.0005830829
Methy_ZAR1,0.0005828728
Methy_TMEM102,0.0005828009
MYCT1,0.000582742
SLC24A6,0.00058272894
PPME1,0.00058252335
TMEM80,0.0005824666
VCPIP1,0.00058236433
NEK10,0.00058218674
SMPD4,0.0005821865
Methy_NOL12,0.0005818882
YPEL4,0.00058187154
Methy_OLFM1,0.0005814528
Methy_WNT16,0.0005811353
Methy_PRB4,0.0005811197
Methy_RIT2,0.0005807696
PDK1,0.00058066234
Methy_NRIP1,0.0005804412
Methy_THUMPD3,0.0005802158
Methy_NOX5,0.00057980407
Methy_RRM2,0.0005796862
TRIM21,0.00057934853
Methy_PSORS1C1,0.0005789575
Methy_WDR51A,0.0005785533
Methy_TAC1,0.0005778686
RBMX,0.000577757
RBM7,0.0005773901
Methy_TACC1,0.0005773793
RBM4,0.0005772974
PTPRD,0.0005771013
Methy_NXPH4,0.0005764932
SYNCRIP,0.00057640206
TMED1,0.0005763378
MTCH1,0.000575925
Methy_MAGEB10,0.0005759026
RBM39,0.00057572895
MUC1,0.00057532714
PREX1,0.0005752488
ZNF333,0.0005752429
TUBA4A,0.0005751735
Methy_TMEM161B,0.000575097
NFIB,0.0005750415
OSBP,0.000574912
VMO1,0.00057486596
TBL3,0.00057484175
NUFIP2,0.000574724
PHKA1,0.0005746377
TBC1D19,0.00057459483
SPRYD4,0.0005745359
Methy_RBM33,0.00057433674
Methy_MCPH1,0.0005738957
MRGPRX1,0.0005735961
Methy_PF4V1,0.0005734442
NDUFS3,0.00057278946
UIMC1,0.00057255046
MASTL,0.00057254324
XCR1,0.00057251833
PDXK,0.00057250715
Methy_OR1A2,0.00057242805
MAP7D2,0.0005724172
NCAM2,0.0005720947
SAP130,0.0005717251
ZNF24,0.0005717169
ZNF251,0.00057103176
Methy_XRCC5,0.00057093566
NID1,0.0005708776
Methy_THADA,0.0005707498
RIT2,0.00057044486
Methy_SRD5A1,0.0005702817
SLC5A11,0.000570266
SLTM,0.0005700832
SPRED1,0.0005698626
ZSCAN1,0.00056963676
TPT1,0.0005694193
PLXNC1,0.0005694085
SLC25A12,0.0005692803
SSRP1,0.0005686012
Methy_NUDCD3,0.00056799717
Methy_ZNF142,0.0005677006
SYK,0.0005676652
Methy_ZNF717,0.00056748523
RFX1,0.0005674155
Methy_SDSL,0.0005673798
PNPLA7,0.000567235
MBOAT1,0.00056706177
VASH1,0.0005664741
ODF4,0.000566215
Methy_SLC25A16,0.0005662088
Methy_MRPS21,0.00056609826
Methy_SNURF,0.0005660583
Methy_TMEM97,0.0005654521
PKLR,0.00056520035
Methy_OR1S2,0.00056500104
Methy_RPS29,0.0005649693
Methy_POLA1,0.0005648847
ZYG11B,0.00056463294
Methy_VEGFA,0.00056430534
PINX1,0.0005642574
Methy_TTRAP,0.00056420127
Methy_NDUFA10,0.00056370074
RFPL4A,0.0005636013
RARRES3,0.0005632429
SYNJ1,0.00056320126
SNHG3,0.0005630422
Methy_PIK3R2,0.00056285976
Methy_ZNF584,0.00056265405
Methy_PASK,0.00056237687
Methy_WHSC1,0.0005620922
NR1I2,0.000561752
Methy_NUPL2,0.0005614372
RTP1,0.00056128186
RAB9B,0.00056115864
PTP4A3,0.0005611393
TCEB3,0.0005609694
Methy_TMED10P,0.0005608391
OTUB1,0.0005606411
RBPMS2,0.00056060596
MAGED2,0.0005604967
TTLL9,0.0005602422
RUVBL1,0.0005599639
TRAF3IP1,0.0005598749
S100A11,0.0005597513
Methy_RNF19A,0.0005597404
SLAMF7,0.00055947405
Methy_VPS39,0.00055926305
MRPS10,0.0005583684
Methy_UGT1A6,0.00055802724
SYT5,0.0005576014
Methy_SMARCD1,0.0005574768
RCCD1,0.00055745087
Methy_OR52N1,0.0005570551
Methy_TNRC6A,0.0005569705
MAPK8IP3,0.00055677234
PTHLH,0.00055675546
RPL18,0.00055666856
OR5K4,0.00055656285
Methy_NUP62CL,0.0005564834
Methy_MSRB2,0.0005563823
Methy_PRICKLE3,0.0005563312
ZNF594,0.0005556855
PIK3CD,0.0005554625
MRPL43,0.0005553179
SOSTDC1,0.00055505853
TPH2,0.0005548499
ZNF587,0.0005547972
MKKS,0.000554789
